,任务号码,任务gps 纬度,任务gps经度,任务标价,任务执行情况,x,y,label,dis,around,xinyu,renwu,ingai,change,α
343,A0344,23.153345169411,113.239681806102,66.0,1,-30.43775074677371,18.9591091011642,0,0.0,17,101.6079,1,69.604,3.603999999999999,1122.0
344,A0345,23.2127106445265,113.264474385999,65.5,1,-27.904215629507352,25.548676838984544,0,0.0,10,152.98499999999999,5,67.476,1.975999999999999,131.0
345,A0346,23.2213710444092,113.236085547791,65.5,1,-30.805249682322703,26.509981225964264,0,0.0,10,59.769400000000005,5,67.476,1.975999999999999,131.0
346,A0347,23.1728152741435,113.322414943153,66.0,0,-21.983313614729322,21.120290726471513,0,0.0,59,3875.9174000000003,1,68.764,2.763999999999996,3894.0
347,A0348,23.206365215514,113.335895625293,65.5,0,-20.605732832564275,24.844334218597265,0,0.0,68,1816.6369,2,68.017,2.516999999999996,2227.0
348,A0349,23.2363716469651,113.279566039833,65.5,1,-26.362010859978163,28.17504810966926,0,0.0,10,35.897400000000005,5,67.476,1.975999999999999,131.0
349,A0350,23.1953868141147,113.24107025225,65.0,0,-30.29586647781085,23.62573166327465,0,0.0,5,19.9231,3,68.71000000000001,3.710000000000008,108.33333333333333
350,A0351,23.2262087621914,113.309597291327,65.5,0,-23.293139827128837,27.046967899788672,0,0.0,16,211.1096,2,69.057,3.557000000000002,524.0
351,A0352,23.1570952030703,113.229730924734,65.5,1,-31.45462383938121,19.375362837346245,0,0.0,24,115.1788,2,68.89699999999999,3.3969999999999914,786.0
352,A0353,23.1618569962278,113.267647183093,65.5,0,-27.5799898776481,19.90392187782903,0,0.0,5,20.0161,1,69.84400000000001,4.344000000000008,327.5
353,A0354,23.1564503764983,113.25493629847,66.5,0,-28.878905629768138,19.30378708785429,0,0.0,6,23.9154,1,69.824,3.323999999999998,399.0
354,A0355,22.6389990620084,114.067579305816,65.5,0,54.16447289178284,-38.13330882052463,3,2.1233542398368854,35,1587.8971999999999,3,68.28411504766662,2.784115047666617,764.1666666666666
355,A0356,22.5192435219873,113.919528084477,65.5,1,39.03522978860794,-51.426173762866675,3,19.013715082690105,14,58.107200000000006,3,70.0891246367806,4.589124636780596,305.6666666666667
356,A0357,22.6705773556367,113.873589422526,72.5,0,34.3407924296631,-34.62811822778333,3,20.841424861854275,1,2.0,1,71.63299683867206,-0.8670031613279434,72.5
357,A0358,22.5878132063265,113.972902100183,66.5,0,44.489480362873245,-43.81493880121522,3,10.545979597185113,10,111.065,1,70.60877032696918,4.108770326969179,665.0
358,A0359,22.5720465259862,114.118813432035,66.0,0,59.40004976670191,-45.56504031898879,3,7.2948473313288895,31,709.5596000000002,1,69.92217748116897,3.9221774811689727,2046.0
359,A0360,22.5824326423416,113.959148610744,65.5,0,43.0840216077354,-44.41218140353915,3,12.070965838066206,175,37986.3109,2,66.86681919872143,1.36681919872143,5731.25
360,A0361,22.6800886065083,113.834786135085,65.5,0,30.375513632313616,-33.572369381035664,3,24.944574071310758,16,99.61560000000001,3,70.53545507384749,5.035455073847487,349.3333333333333
361,A0362,22.5635259004334,113.989355615712,66.0,0,46.17085275608048,-46.51082975534936,3,10.35420497499406,0,0.0,4,69.0920448079495,3.092044807949506,0.0
362,A0363,23.0121795664196,113.397404768457,68.0,0,-14.320159693892627,3.289727169118809,0,0.0,3,19.9231,3,68.75,0.75,68.0
363,A0364,22.6873086955968,113.945959701828,65.0,0,41.73625691217245,-32.77093949221192,3,14.713607865319831,45,407.6630999999998,3,69.11651584495623,4.116515844956226,975.0
364,A0365,23.2177188982725,113.235560013017,65.5,0,-30.858953686135084,26.10459300479078,0,0.0,10,59.769400000000005,5,67.476,1.975999999999999,131.0
365,A0366,23.2737321369292,113.301097836307,66.0,0,-24.161692751441773,32.32206249568446,0,0.0,13,61.7616,1,69.684,3.6839999999999975,858.0
366,A0367,23.3008098153715,113.362141773997,65.5,0,-17.923658610727813,35.32768480277975,0,0.0,5,19.9231,3,68.71000000000001,3.210000000000008,109.16666666666667
367,A0368,23.2617227071835,113.278165851035,65.5,0,-26.505095101524546,30.989015793911825,0,0.0,2,3.9923,2,69.33699999999999,3.836999999999989,65.5
368,A0369,22.5460535462053,114.025973657322,66.5,0,49.91282292335991,-48.450261074668546,3,9.360200871512996,6,39.8462,2,70.02453647146406,3.52453647146406,199.5
369,A0370,23.1431172149711,113.225451178099,66.0,0,-31.89196793337385,17.823806158335103,0,0.0,7,21.9154,3,68.67,2.6700000000000017,154.0
370,A0371,23.300429499058,113.362121549546,65.5,0,-17.925725332183546,35.28546969198129,0,0.0,5,19.9231,3,68.71000000000001,3.210000000000008,109.16666666666667
371,A0372,23.199247592595,113.334818026987,65.5,0,-20.71585179404103,24.05427807458817,0,0.0,72,1832.5963000000002,3,67.37,1.8700000000000045,1572.0
372,A0373,23.0970508132233,113.65815243231,68.0,1,12.325448220304754,12.71043556432959,2,11.322376594747173,0,0.0,3,69.73843488076928,1.738434880769276,0.0
373,A0374,23.1292895501859,113.660440161324,75.0,1,12.559229529867498,16.288935367177874,2,13.490395290235924,2,0.9847,1,71.01021241379934,-3.989787586200663,150.0
374,A0375,22.6415353446723,114.071911743459,65.5,0,54.6072014403047,-37.851781444831694,3,2.3983929493874445,12,82.0575,3,68.76666822184978,3.266668221849784,262.0
375,A0376,23.0309814250994,113.315793623072,65.0,1,-22.659941340347004,5.376733482576707,0,0.0,221,13975.5376,4,63.82299999999999,-1.1770000000000067,3591.25
376,A0377,22.9798450837371,113.32124534938,66.0,1,-22.10283352387721,-0.29940040863877115,0,0.0,7,80.8202,2,69.237,3.2369999999999948,231.0
377,A0378,23.1320667530002,113.274983579513,65.0,0,-26.830289038062922,16.59720487956523,0,0.0,65,1162.9248,3,67.51,2.510000000000005,1408.3333333333333
378,A0379,23.129749076947,113.27520379821,65.0,1,-26.807785054829463,16.339942837660153,0,0.0,62,1797.1402,3,67.57000000000001,2.5700000000000074,1343.3333333333333
379,A0380,22.9626785886346,113.44558975742,66.0,1,-9.39617186487094,-2.204881365016359,0,0.0,0,0.0,4,68.243,2.242999999999995,0.0
380,A0381,23.1285800369406,113.301162220558,65.5,1,-24.155113373192464,16.210179396949858,0,0.0,18,319.1488,4,67.883,2.3829999999999956,294.75
381,A0382,23.1424679663343,113.300500023872,65.0,0,-24.222782755139527,17.75173955965058,0,0.0,121,9548.129299999999,6,64.689,-0.31100000000000705,1310.8333333333333
382,A0383,23.1824607136605,113.349796552716,66.0,0,-19.185207500588,22.190934512858664,0,0.0,93,10428.9092,1,68.084,2.084000000000003,6138.0
383,A0384,22.7766539600848,113.593355832336,75.0,1,5.703932339519514,-22.853615134044006,2,33.32732519210879,0,0.0,1,72.67684066575292,-2.32315933424708,0.0
384,A0385,22.6494630437426,113.61298488569,75.0,1,7.709810557827382,-36.97180684802831,2,45.55468377115411,0,0.0,1,73.67948406923465,-1.3205159307653531,0.0
385,A0386,23.1389117583799,113.327461284846,65.0,0,-21.467631747572717,17.357000476712177,0,0.0,8,26.6488,4,68.083,3.0829999999999984,130.0
386,A0387,23.123828970428,113.329808547261,65.5,1,-21.227766764478996,15.682811014051204,0,0.0,13,101.608,2,69.11699999999999,3.6169999999999902,425.75
387,A0388,22.8083933706056,113.553916809104,72.0,1,1.6736881792060898,-19.330540566235257,2,32.59484170698161,0,0.0,5,70.34877701997249,-1.6512229800275122,0.0
388,A0389,23.1441611874437,113.293760883836,65.5,1,-24.911450413460148,17.93968710279384,0,0.0,35,336.7008999999999,4,67.54299999999999,2.042999999999992,573.125
389,A0390,22.8277143535964,113.521871138538,74.0,1,-1.6010348255235476,-17.18591145425662,2,33.14683091471276,0,0.0,2,72.09504013500644,-1.9049598649935575,0.0
390,A0391,23.1356204334411,113.304810722521,65.0,0,-23.782275698086536,16.99166340850535,0,0.0,25,1018.8887,6,66.609,1.6089999999999947,270.8333333333333
391,A0392,23.127426434224,113.258166227795,65.0,1,-28.548841578137413,16.082129495406996,0,0.0,28,780.7481999999999,2,68.817,3.816999999999993,910.0
392,A0393,23.4466609971413,113.220175512121,75.0,1,-32.431084276962814,51.51716597922751,0,0.0,0,0.0,1,69.944,-5.055999999999997,0.0
393,A0394,23.0806820394645,113.275790383623,66.0,1,-26.74784233207551,10.893501677102485,0,0.0,10,66.0316,1,69.744,3.7439999999999998,660.0
394,A0395,23.4743092941471,113.163008025374,75.0,0,-38.27298680752383,54.58612694687136,0,0.0,14,21.9154,6,66.829,-8.171000000000006,175.0
395,A0396,23.120114010906,113.253472000303,65.5,1,-29.028541159577472,15.270450507109196,0,0.0,22,119.77950000000001,2,68.937,3.4369999999999976,720.5
396,A0397,23.4418427444799,113.328650207459,72.0,1,-21.346136638782525,50.98233993381196,0,0.0,13,99.6156,2,69.11699999999999,-2.8830000000000098,468.0
397,A0398,23.378032945333,113.256925866412,75.0,1,-28.67559317619542,43.89945222850618,0,0.0,0,0.0,1,69.944,-5.055999999999997,0.0
398,A0399,23.4422022951455,113.330027902687,72.0,0,-21.205350998260375,51.02225005769353,0,0.0,13,99.6156,2,69.11699999999999,-2.8830000000000098,468.0
399,A0400,23.4032988937471,113.239851353182,75.0,1,-30.420424858019516,46.70397250247111,0,0.0,16,39.8462,1,69.62400000000001,-5.375999999999991,1200.0
400,A0401,23.4311596868872,113.425450543792,75.0,1,-11.45418297838348,49.79652054102219,0,0.0,0,0.0,1,69.944,-5.055999999999997,0.0
401,A0402,23.0303004946802,113.314598833626,65.0,1,-22.78203597639398,5.301150206045467,0,0.0,221,13975.5376,4,63.82299999999999,-1.1770000000000067,3591.25
402,A0403,22.9747908619712,113.329363505152,66.0,1,-21.27324528331326,-0.860419024653595,0,0.0,0,0.0,3,68.81,2.8100000000000023,0.0
403,A0404,23.0133503923012,113.395322940947,68.0,1,-14.53290008341972,3.419688841976175,0,0.0,3,19.9231,3,68.75,0.75,68.0
404,A0405,22.889927928137,113.461447492481,72.0,1,-7.7756818301799955,-10.280204680250037,2,33.8669456751841,0,0.0,3,71.5870895453651,-0.41291045463489695,0.0
405,A0406,22.842244770478,113.34507674867,73.0,1,-19.667520730870958,-15.573035180398815,1,33.29975354636988,0,0.0,2,72.10757979080232,-0.892420209197681,0.0
406,A0407,23.4644497271334,113.17289253005,75.0,0,-37.26289669921337,53.49171500835041,0,0.0,0,0.0,2,69.377,-5.623000000000005,0.0
407,A0408,23.0276837498034,113.317861522355,65.0,1,-22.44862426587427,5.01069152472067,0,0.0,222,13977.5376,4,63.803,-1.1970000000000027,3607.5
408,A0409,22.9755619199802,113.497229597034,75.0,1,-4.119135442858474,-0.7748315856545318,2,26.80243544042269,0,0.0,1,72.14179970611467,-2.858200293885332,0.0
409,A0410,22.8399689196883,113.349896587119,73.5,0,-19.17498506008362,-15.82565461805562,1,33.83038453355633,0,0.0,2,72.15109153175162,-1.348908468248382,0.0
410,A0411,22.9122911460487,113.350763623513,75.0,1,-19.08638326223647,-7.797887492050975,1,28.965186677977737,0,0.0,1,72.31914530759418,-2.6808546924058163,0.0
411,A0412,23.0274921446275,113.320897653944,65.0,1,-22.13836425931872,4.989423350195807,0,0.0,222,13977.5376,4,63.803,-1.1970000000000027,3607.5
412,A0413,22.9505863015384,113.360998992846,65.5,1,-18.04043855817215,-3.547125232694377,0,0.0,4,20.0161,6,67.029,1.5289999999999964,43.666666666666664
413,A0414,22.9728433412892,113.33540875269,65.5,1,-20.65548597816162,-1.0765938203558036,0,0.0,3,19.9231,2,69.317,3.816999999999993,98.25
414,A0415,22.9609932512206,113.442775215343,72.0,1,-9.683787805636454,-2.3919538179702613,0,0.0,0,0.0,4,68.243,-3.757000000000005,0.0
415,A0416,22.9628339452883,113.406359711981,65.5,1,-13.405060741485993,-2.1876367764556797,0,0.0,3,21.9154,3,68.75,3.25,65.5
416,A0417,22.9537741327476,113.406340583464,65.5,1,-13.40701547026986,-3.1932759684732055,0,0.0,4,21.9154,2,69.297,3.796999999999997,131.0
417,A0418,23.5419698533912,113.597955232004,75.0,1,6.173941536852845,62.09644902296646,0,0.0,14,19.9231,4,67.963,-7.037000000000006,262.5
418,A0419,22.9429413696911,113.406527119341,65.0,1,-13.387953509110975,-4.395712667744945,0,0.0,9,81.6848,3,68.63,3.6299999999999955,195.0
419,A0420,22.8944532099976,113.409663520219,70.0,1,-13.067447059228368,-9.777898393723255,0,0.0,2,1.9923,1,69.904,-0.09600000000000364,140.0
420,A0421,23.0161960097444,113.331499140264,65.5,1,-21.055006335354125,3.7355523781717075,0,0.0,35,419.77219999999994,2,68.67699999999999,3.1769999999999925,1146.25
421,A0422,23.156559482763,113.214927947664,66.5,1,-32.96732894723045,19.315897883236218,0,0.0,10,39.8462,1,69.744,3.2439999999999998,665.0
422,A0423,22.9564903004594,113.37569955141,65.5,1,-16.5381995205234,-2.891781352463461,0,0.0,10,63.9948,2,69.17699999999999,3.6769999999999925,327.5
423,A0424,23.5536667149567,113.595113187405,75.0,1,5.883515134021867,63.394800656737004,0,0.0,40,52.8543,9,64.608,-10.391999999999996,333.3333333333333
424,A0425,23.2988137457814,113.362942086053,65.5,1,-17.841875322862133,35.10612107827835,0,0.0,5,19.9231,3,68.71000000000001,3.210000000000008,109.16666666666667
425,A0426,23.4545743426997,113.498304440238,80.0,1,-4.0092980231873785,52.3955473362099,0,0.0,0,0.0,1,69.944,-10.055999999999997,0.0
426,A0427,23.2516148006236,113.292355934019,66.0,1,-25.055021179961955,29.867038165762665,0,0.0,0,0.0,1,69.944,3.9440000000000026,0.0
427,A0428,23.2811907548296,113.237639583208,75.0,1,-30.64644397034072,33.14996908262856,0,0.0,0,0.0,1,69.944,-5.055999999999997,0.0
428,A0429,23.5532427964904,113.595383667194,75.0,1,5.911155260494224,63.34774570697771,0,0.0,24,32.931200000000004,9,64.928,-10.072000000000003,200.0
429,A0430,23.2584006380005,113.299976259658,66.0,1,-24.276305826754978,30.620266114598476,0,0.0,77,6125.1287,1,68.404,2.4039999999999964,5082.0
430,A0431,23.5538084332656,113.595332846458,75.0,1,5.9059619276560085,63.41053138902487,0,0.0,24,32.931200000000004,10,64.36099999999999,-10.63900000000001,180.0
431,A0432,23.2071763291842,113.264351529246,65.0,1,-27.916770268814723,24.93436783598937,0,0.0,16,194.8235,3,68.49000000000001,3.490000000000009,346.6666666666667
432,A0433,23.2205046444513,113.282637918591,65.5,1,-26.048097877072397,26.41381083063737,0,0.0,5,21.9154,7,66.44200000000001,0.9420000000000073,46.785714285714285
433,A0434,23.2177287604034,113.273663975906,65.5,1,-26.965138339470812,26.105687701320523,0,0.0,14,161.98770000000002,4,67.963,2.462999999999994,229.25
434,A0435,23.4580336555592,113.186915348548,75.0,0,-35.82991540983899,52.77953106361415,0,0.0,14,39.8463,3,68.53,-6.469999999999999,350.0
435,A0436,23.3754397964086,113.213463779751,75.0,0,-33.11695116648195,43.611612697897684,0,0.0,30,123.5234,3,68.21000000000001,-6.789999999999992,750.0
436,A0437,23.474842874825,113.190817204106,75.0,0,-35.43118772116113,54.6453544021182,0,0.0,10,19.9231,1,69.744,-5.256,750.0
437,A0438,23.472901888906,113.17009429132,75.0,0,-37.54884661319672,54.429904965109294,0,0.0,14,21.9154,4,67.963,-7.037000000000006,262.5
438,A0439,23.4684162918268,113.161180117391,75.0,0,-38.45977935131318,53.93200368931778,0,0.0,25,43.8308,6,66.609,-8.391000000000005,312.5
439,A0440,22.5261987627598,113.989221103445,69.5,0,46.15710704855213,-50.65414203711896,3,13.287177467700943,0,0.0,1,71.03354855235148,1.5335485523514762,0.0
440,A0441,22.5552812580573,114.116091331883,67.0,0,59.121880396815506,-47.42598505909668,3,8.590178325663857,9,90.2262,1,70.46839462270444,3.4683946227044373,603.0
441,A0442,22.7228646081948,114.244500689134,69.0,0,72.24393616239696,-28.824233193833994,3,21.174363327125377,0,0.0,1,71.68029779282428,2.680297792824277,0.0
442,A0443,22.5677825311535,114.178127474059,73.0,0,65.46130716868058,-46.03834374541826,3,12.477416097011279,7,40.228500000000004,1,70.82714811995493,-2.172851880045073,511.0
443,A0444,22.5638244435893,113.990763435615,66.5,0,46.3147168145141,-46.47769146504449,3,10.219820369359825,0,0.0,3,69.6480252702875,3.148025270287505,0.0
444,A0445,22.6315777017323,114.123302633871,72.0,1,59.858797930357234,-38.95707981117148,3,5.5965057796782,9,99.6156,2,69.6559134739336,-2.3440865260664054,324.0
445,A0446,22.6815574126063,113.946203836112,72.0,0,41.761204811278546,-33.40933190415767,3,14.377995938945125,50,397.0853999999998,3,68.9889956669935,-3.011004333006497,1200.0
446,A0447,22.5470051749444,114.111156285752,66.5,0,58.61757173954173,-48.34463028462859,3,9.128935563373167,8,45.9385,2,69.9655727161966,3.465572716196604,266.0
447,A0448,22.5493806296082,114.0502176654,67.0,0,52.39029989849088,-48.08095481694652,3,8.095222977200354,6,43.8386,1,70.48780828413042,3.4878082841304234,402.0
448,A0449,22.5342988046997,114.031744934255,66.0,0,50.50258537817432,-49.75503738179033,3,10.284759182056337,8,59.7693,1,70.62735025292862,4.627350252928622,528.0
449,A0450,22.5787279784552,114.493609587007,85.0,0,97.70018732330331,-44.82339909492985,3,43.530083840278515,0,0.0,1,73.51346687490285,-11.486533125097154,0.0
450,A0451,22.6404087152961,114.043871991263,66.0,0,51.74184022484663,-37.976837305589726,3,3.501542220758481,9,99.6566,2,69.48412646210218,3.484126462102182,297.0
451,A0452,22.7338322090264,113.831527301883,65.5,0,30.042495915203297,-27.606829501526544,3,27.450277338138342,14,265.6919,3,70.78092274172735,5.280922741727352,305.6666666666667
452,A0453,22.7856717283286,113.900408872501,65.5,0,37.081451877762106,-21.852642858982087,3,25.268921625411785,27,828.2003,2,70.90905157328376,5.409051573283762,884.25
453,A0454,22.7724830477487,113.853852033528,66.0,0,32.323843473268774,-23.31658640335113,3,27.827256879922903,3,19.9231,2,71.59883506415368,5.5988350641536755,99.0
454,A0455,22.7404093434381,113.78907951532901,72.0,0,25.704788490983272,-26.876767581827888,3,31.66590942700096,4,39.8462,1,72.46060457301408,0.46060457301408064,288.0
455,A0456,22.6614932964768,114.027289854554,65.0,0,50.0473241298651,-35.63644879453221,3,6.345234597077683,55,1599.8157999999996,4,67.66330923696037,2.663309236960373,893.75
456,A0457,23.4663327934283,113.159491967779,72.0,0,-38.63229009214591,53.70073536708447,0,0.0,14,23.907700000000002,6,66.829,-5.1710000000000065,168.0
457,A0458,22.5819774592918,113.887926800664,66.5,0,35.805918332376216,-44.46270672206713,3,19.078601254439857,2,2.3644,2,70.90144530286406,4.401445302864062,66.5
458,A0459,22.8051790039117,113.562851527771,72.0,0,2.586720368667736,-19.687335269258153,2,32.32862347253897,0,0.0,4,70.8939471247482,-1.1060528752518053,0.0
459,A0460,22.7052890344912,114.140315372427,85.0,0,61.597316904645055,-30.775121874933504,3,11.885146595072364,0,0.0,1,70.91858202079594,-14.081417979204062,0.0
460,A0461,23.1909642166212,113.333153377047,65.5,1,-20.885961121043675,23.134823341496354,0,0.0,10,25.337300000000003,3,68.61,3.1099999999999994,218.33333333333334
461,A0462,22.5239495360594,113.943441614942,65.5,1,41.47893550469845,-50.90380620086333,3,16.760960952402154,27,208.6705,5,68.51039879809697,3.010398798096972,353.7
462,A0463,23.0978520176137,113.30579152751,65.0,0,-23.68204797297115,12.799369251663865,0,0.0,41,684.3582,3,67.99000000000001,2.990000000000009,888.3333333333334
463,A0464,22.5271284915562,114.053908802739,65.5,0,52.7674944506461,-50.55094214071852,3,10.439058664258491,25,497.4019,2,69.73300281046919,4.233002810469188,818.75
464,A0465,22.5466030450199,114.104955103158,67.0,0,57.98387754814467,-48.38926670624797,3,8.895732604807533,11,65.86160000000001,2,69.88645007359422,2.8864500735942187,368.5
465,A0466,22.5751764354803,114.144938591563,67.0,0,62.06976019552308,-45.217620365143404,3,9.132276549267017,3,19.9231,2,70.06584667703989,3.065846677039886,100.5
466,A0467,22.5684783990602,113.900111175851,65.5,0,37.051030480706096,-45.96110240777459,3,18.278499966899815,50,844.2587,3,69.30883699728578,3.8088369972857805,1091.6666666666667
467,A0468,22.5382641984622,114.065868116464,80.0,0,53.98960773722529,-49.31487867415254,3,9.082493853155365,24,304.2509999999999,1,70.20876449595873,-9.791235504041268,1920.0
468,A0469,23.1387561070194,113.328810272924,65.0,0,-21.329779669144255,17.339723175696566,0,0.0,9,27.011000000000003,4,68.06299999999999,3.062999999999988,146.25
469,A0470,23.1433909799207,113.601178905529,75.0,1,6.503366312980228,17.85419406774076,2,19.052255340728387,0,0.0,1,71.50628493793972,-3.493715062060275,0.0
470,A0471,23.1200324874268,113.28906062063,80.0,0,-25.39176677998115,15.261401400918071,0,0.0,11,63.5938,1,69.724,-10.275999999999996,880.0
471,A0472,23.1354253191953,113.30376769101,65.0,0,-23.888862304745462,16.97000572722134,0,0.0,25,1018.8887,6,66.609,1.6089999999999947,270.8333333333333
472,A0473,23.1643204372819,113.243143347333,66.0,1,-30.084018448438822,20.177363834834182,0,0.0,17,101.6079,1,69.604,3.603999999999999,1122.0
473,A0474,23.1258531131285,113.412053885556,65.0,1,-12.823177420910605,15.907490853806593,0,0.0,84,5072.6704,5,65.996,0.9959999999999951,1092.0
474,A0475,23.1260611995584,113.332338938238,65.5,1,-20.96918801118754,15.93058844752553,0,0.0,16,149.9193,2,69.057,3.557000000000002,524.0
475,A0476,23.1526315749439,113.331979797491,65.0,1,-21.005888334362094,18.87990011531603,0,0.0,29,278.73269999999997,1,69.364,4.364000000000004,1885.0
476,A0477,23.1284220021568,113.411186844672,80.0,0,-12.911779677587978,16.192637535947892,0,0.0,78,5011.0594,5,66.116,-13.884,1248.0
477,A0478,23.188455969486,113.271628398553,80.0,0,-27.173152460194036,22.85640790948915,0,0.0,25,159.4762,2,68.877,-11.123000000000005,1000.0
478,A0479,22.9429569540966,113.393421646793,66.0,1,-14.727191904900735,-4.393982798734115,0,0.0,3,19.9231,1,69.884,3.8840000000000003,198.0
479,A0480,23.0945011126069,113.266406830693,66.5,1,-27.706740557740705,12.427418795908928,0,0.0,19,187.3881,2,68.997,2.497,631.75
480,A0481,23.1967696624656,113.270313368219,80.0,1,-27.307534422268873,23.77922783022457,0,0.0,24,254.6841,2,68.89699999999999,-11.103000000000009,960.0
481,A0482,23.005695836616,113.124366095163,65.5,0,-42.22177663073971,2.57003316091901,1,5.132210632630406,32,145.93499999999997,4,68.02384127187568,2.523841271875682,524.0
482,A0483,23.0449075056443,113.788434186424,65.5,1,25.638842814905228,6.922528423060431,2,3.9651565887209324,72,203.23120000000003,1,68.82914284027513,3.329142840275125,4716.0
483,A0484,23.0327255181001,113.120130016956,65.5,0,-42.654658280875,5.570327805654308,1,2.1790541011736475,33,142.8527,3,68.32868243629625,2.8286824362962477,720.5
484,A0485,23.0062112801321,113.124130949323,65.5,0,-42.24580600750404,2.627247391206147,1,5.070517897576944,32,145.93499999999997,4,68.0187824676013,2.518782467601298,524.0
485,A0486,22.7775913935574,113.751681280112,70.0,1,21.883090925028576,-22.749560018585356,2,29.127862020768514,4,39.8462,1,72.25248468570302,2.252484685703024,280.0
486,A0487,22.7210375151079,114.179051768446,70.5,1,65.55576011782497,-29.02704052648014,3,15.81033910829005,2,1.9923,1,71.20044780687978,0.7004478068797795,141.0
487,A0488,22.8123049141894,114.172988181103,72.0,1,64.93612668177494,-18.896359228433386,3,23.799279213028168,0,0.0,1,71.89554089546832,-0.10445910453168494,0.0
488,A0489,22.801073004636,113.761810573039,66.5,1,22.91819576084089,-20.143101188861,2,26.54834440784302,5,54.00620000000001,1,72.02096424144314,5.520964241443139,332.5
489,A0490,23.0312231929567,113.120797190255,65.5,0,-42.58648034258219,5.403569714736651,1,2.358260464896442,55,427.7535,4,67.33637735812151,1.83637735812151,900.625
490,A0491,23.0559517080781,113.871321006181,70.5,1,34.108984667240264,8.148434893212379,2,12.523505567971544,3,1.9923,1,70.91092745657367,0.410927456573674,211.5
491,A0492,22.9169247082038,113.643302609506,71.5,1,10.807955982084719,-7.283562092834934,2,17.47899332773664,0,0.0,1,71.37727745287441,-0.12272254712559061,0.0
492,A0493,22.8773995767733,114.127590783255,70.0,1,60.297000694957525,-11.67085168162059,3,29.171172560830705,9,39.8463,1,72.15603614998811,2.156036149988111,630.0
493,A0494,23.0648320643372,113.797148630807,66.5,1,26.529365340738742,9.134154437972281,2,5.550805448353214,3,2.0,2,69.77216604676495,3.2721660467649514,99.75
494,A0495,23.0102541618787,113.681719877102,69.0,1,14.733787701424513,3.0760072650786796,2,7.7192767348339,0,0.0,2,70.00998069225638,1.0099806922563772,0.0
495,A0496,23.061598763352,113.662638304127,67.5,1,12.783856091818459,8.775258028614967,2,9.243741882535094,0,0.0,2,70.13498683436788,2.6349868343678793,0.0
496,A0497,23.0416214033427,113.711922278254,68.5,1,17.82014838926966,6.55777106758271,2,3.8952937505306027,15,147.8812,1,69.96341408754351,1.4634140875435122,1027.5
497,A0498,23.0854273134241,113.693671167163,70.0,1,15.9550810558069,11.420227086618048,2,7.652448605636383,0,0.0,1,70.57150078566218,0.571500785662181,0.0
498,A0499,22.8552256842654,114.153499810477,70.0,1,62.94462472577083,-14.132153749997592,3,27.468948742943727,1,0.0916,2,71.60945379692139,1.609453796921386,35.0
499,A0500,22.8054401830895,113.823866505784,67.5,1,29.259644916086685,-19.65834438052218,2,27.108270866678932,12,231.10829999999999,1,71.92687821106767,4.426878211067674,810.0
500,A0501,22.822327887882,113.742463672955,70.0,1,20.941150573260266,-17.783809148554827,2,24.173874990217463,2,19.9231,1,71.88625774919782,1.8862577491978243,140.0
501,A0502,22.8509409792328,114.166906113819,70.0,1,64.31460479443585,-14.607756008616146,3,27.48071459352692,13,40.309200000000004,4,70.2364185966692,0.2364185966691963,227.5
502,A0503,22.8503093107703,114.17089092789,70.0,1,64.72180995124519,-14.677871207953629,3,27.565024761417547,12,40.217600000000004,5,69.69633203043625,-0.3036679695637474,168.0
503,A0504,23.005676034913,113.707651898251,70.0,1,17.38376146436699,2.5678351718863084,2,5.765694375979866,7,19.9231,1,70.27678693883036,0.2767869388303552,490.0
504,A0505,23.0620925439786,113.826672991858,68.0,1,29.546437619958468,8.8300676781678,2,8.209951321896455,3,2.0,3,69.42321600839551,1.4232160083955137,68.0
505,A0506,22.8447841362007,113.645469398751,69.5,1,11.0293785474956,-15.291165585179044,2,24.15878578826572,1,1.9923,1,71.90502043463779,2.405020434637791,69.5
506,A0507,22.8517147667039,113.631544853978,67.5,1,9.606439776261475,-14.521865599323995,2,24.1520813806583,3,19.9231,1,71.86447067321399,4.364470673213987,202.5
507,A0508,22.8613970561248,113.853997648851,72.5,1,32.338723793751036,-13.44713147360396,2,22.493782181728456,1,1.9923,1,71.76849013890174,-0.7315098610982602,72.5
508,A0509,22.8196359913028,113.803729101343,65.0,1,27.201818682034492,-18.0826096688461,2,25.069052679054906,4,39.8462,5,69.6516623196825,4.651662319682501,52.0
509,A0510,22.7956613516103,114.156533919082,70.0,1,63.254678005110314,-20.743794674713676,3,21.409898308580235,1,0.3636,2,71.11261166130357,1.1126116613035748,35.0
510,A0511,22.8056751375083,113.790786495221,67.0,1,25.87922348398508,-19.632264440035694,2,26.34188570072771,2,19.9231,1,72.06403462745966,5.064034627459662,134.0
511,A0512,23.0006485235747,113.615440171139,67.0,1,7.960714333626639,2.0097814133348315,2,14.427669984988238,0,0.0,2,70.56006893876904,3.560068938769035,0.0
512,A0513,22.7824964256032,113.763894855302,66.0,1,23.131186999733398,-22.205101461501783,2,28.61814314027634,3,20.285300000000003,2,71.66368773750266,5.663687737502656,99.0
513,A0514,22.9599826103358,113.047410471082,72.5,1,-50.08581405203176,-2.504134956183094,1,11.863692143956603,1,19.9231,1,70.89682275580445,-1.6031772441955496,72.5
